id,date,store_nbr,family,sales,onpromotion
249834,21/05/2013,19,MEATS,124.41901,0
249835,21/05/2013,19,PERSONAL CARE,100,0
249867,21/05/2013,2,MEATS,474.131,0
249868,21/05/2013,2,PERSONAL CARE,151,0
249999,21/05/2013,23,MEATS,2722.476,0
250000,21/05/2013,23,PERSONAL CARE,93,0
250032,21/05/2013,24,MEATS,357.177,0
250033,21/05/2013,24,PERSONAL CARE,179,0
250065,21/05/2013,25,MEATS,146.34999,0
250066,21/05/2013,25,PERSONAL CARE,59,0
250098,21/05/2013,26,MEATS,192.966,0
250099,21/05/2013,26,PERSONAL CARE,103,0
250131,21/05/2013,27,MEATS,126.435,0
250132,21/05/2013,27,PERSONAL CARE,118,0
250164,21/05/2013,28,MEATS,133.135,0
250165,21/05/2013,28,PERSONAL CARE,163,0
250230,21/05/2013,3,MEATS,529.189,0
250231,21/05/2013,3,PERSONAL CARE,283,0
250263,21/05/2013,30,MEATS,65.385,0
250264,21/05/2013,30,PERSONAL CARE,63,0
250296,21/05/2013,31,MEATS,150.105,0
250297,21/05/2013,31,PERSONAL CARE,199,0
250329,21/05/2013,32,MEATS,51.071,0
250330,21/05/2013,32,PERSONAL CARE,105,0
250362,21/05/2013,33,MEATS,185.122,0
250363,21/05/2013,33,PERSONAL CARE,209,0
250395,21/05/2013,34,MEATS,163.743,0
250396,21/05/2013,34,PERSONAL CARE,252,0
250428,21/05/2013,35,MEATS,76.143,0
250429,21/05/2013,35,PERSONAL CARE,60,0
250461,21/05/2013,36,MEATS,120.254,0
250462,21/05/2013,36,PERSONAL CARE,233,0
250494,21/05/2013,37,MEATS,249.821,0
250495,21/05/2013,37,PERSONAL CARE,190,0
250527,21/05/2013,38,MEATS,170.692,0
250528,21/05/2013,38,PERSONAL CARE,177,0
250560,21/05/2013,39,MEATS,121.102,0
250561,21/05/2013,39,PERSONAL CARE,252,0
250593,21/05/2013,4,MEATS,278.428,0
250594,21/05/2013,4,PERSONAL CARE,117,0
250626,21/05/2013,40,MEATS,65.179,0
250627,21/05/2013,40,PERSONAL CARE,181,0
250659,21/05/2013,41,MEATS,112.245995,0
250660,21/05/2013,41,PERSONAL CARE,115,0
250725,21/05/2013,43,MEATS,122.687996,0
250726,21/05/2013,43,PERSONAL CARE,135,0
250758,21/05/2013,44,MEATS,708.631,0
250759,21/05/2013,44,PERSONAL CARE,1595,0
250791,21/05/2013,45,MEATS,749.573,0
250792,21/05/2013,45,PERSONAL CARE,268,0
250824,21/05/2013,46,MEATS,1116.422,0
250825,21/05/2013,46,PERSONAL CARE,335,0
250857,21/05/2013,47,MEATS,513.602,0
250858,21/05/2013,47,PERSONAL CARE,251,0
250890,21/05/2013,48,MEATS,614.856,0
250891,21/05/2013,48,PERSONAL CARE,295,0
250923,21/05/2013,49,MEATS,346.731,0
250924,21/05/2013,49,PERSONAL CARE,133,0
250956,21/05/2013,5,MEATS,251.13899,0
250957,21/05/2013,5,PERSONAL CARE,142,0
250989,21/05/2013,50,MEATS,885.38,0
250990,21/05/2013,50,PERSONAL CARE,230,0
251022,21/05/2013,51,MEATS,520.728,0
251023,21/05/2013,51,PERSONAL CARE,189,0
251121,21/05/2013,54,MEATS,33.269,0
251122,21/05/2013,54,PERSONAL CARE,107,0
251154,21/05/2013,6,MEATS,314.48,0
251155,21/05/2013,6,PERSONAL CARE,120,0
251187,21/05/2013,7,MEATS,604.468,0
251188,21/05/2013,7,PERSONAL CARE,159,0
251220,21/05/2013,8,MEATS,442.388,0
251221,21/05/2013,8,PERSONAL CARE,175,0
251253,21/05/2013,9,MEATS,367.357,0
251254,21/05/2013,9,PERSONAL CARE,285,0
251286,22/05/2013,1,MEATS,282.219,0
251287,22/05/2013,1,PERSONAL CARE,105,0
251319,22/05/2013,10,MEATS,217.06,0
251320,22/05/2013,10,PERSONAL CARE,112,0
251352,22/05/2013,11,MEATS,598.238,0
251353,22/05/2013,11,PERSONAL CARE,232,0
251385,22/05/2013,12,MEATS,126.834,0
251386,22/05/2013,12,PERSONAL CARE,105,0
251418,22/05/2013,13,MEATS,130.138,0
251419,22/05/2013,13,PERSONAL CARE,115,0
251451,22/05/2013,14,MEATS,400.484,0
251452,22/05/2013,14,PERSONAL CARE,170,0
251484,22/05/2013,15,MEATS,105.098,0
251485,22/05/2013,15,PERSONAL CARE,139,0
251517,22/05/2013,16,MEATS,66.572,0
251518,22/05/2013,16,PERSONAL CARE,119,0
251550,22/05/2013,17,MEATS,206.934,0
251551,22/05/2013,17,PERSONAL CARE,107,0
251583,22/05/2013,18,MEATS,101.181,0
251584,22/05/2013,18,PERSONAL CARE,84,0
251616,22/05/2013,19,MEATS,131.785,0
251617,22/05/2013,19,PERSONAL CARE,115,0
251649,22/05/2013,2,MEATS,444.924,0
251650,22/05/2013,2,PERSONAL CARE,138,0
251781,22/05/2013,23,MEATS,347.89502,0
251782,22/05/2013,23,PERSONAL CARE,105,0
251814,22/05/2013,24,MEATS,579.482,0
251815,22/05/2013,24,PERSONAL CARE,240,0
251847,22/05/2013,25,MEATS,247.479,0
251848,22/05/2013,25,PERSONAL CARE,50,0
251880,22/05/2013,26,MEATS,447.44998,0
251881,22/05/2013,26,PERSONAL CARE,105,0
251913,22/05/2013,27,MEATS,185.877,0
251914,22/05/2013,27,PERSONAL CARE,99,0
251946,22/05/2013,28,MEATS,93.147995,0
251947,22/05/2013,28,PERSONAL CARE,130,0
252012,22/05/2013,3,MEATS,527.447,0
252013,22/05/2013,3,PERSONAL CARE,241,0
252045,22/05/2013,30,MEATS,36.718,0
252046,22/05/2013,30,PERSONAL CARE,74,0
252078,22/05/2013,31,MEATS,144.415,0
252079,22/05/2013,31,PERSONAL CARE,160,0
252111,22/05/2013,32,MEATS,35.872,0
252112,22/05/2013,32,PERSONAL CARE,78,0
252144,22/05/2013,33,MEATS,164.422,0
252145,22/05/2013,33,PERSONAL CARE,177,0
252177,22/05/2013,34,MEATS,157.123,0
252178,22/05/2013,34,PERSONAL CARE,305,0
252210,22/05/2013,35,MEATS,88.913,0
252211,22/05/2013,35,PERSONAL CARE,24,0
252243,22/05/2013,36,MEATS,104.771,0
252244,22/05/2013,36,PERSONAL CARE,179,0
252276,22/05/2013,37,MEATS,236.891,0
252277,22/05/2013,37,PERSONAL CARE,175,0
252309,22/05/2013,38,MEATS,157.002,0
252310,22/05/2013,38,PERSONAL CARE,155,0
252342,22/05/2013,39,MEATS,66.498,0
252343,22/05/2013,39,PERSONAL CARE,185,0
252375,22/05/2013,4,MEATS,335.257,0
252376,22/05/2013,4,PERSONAL CARE,130,0
252408,22/05/2013,40,MEATS,52.771,0
252409,22/05/2013,40,PERSONAL CARE,119,0
252441,22/05/2013,41,MEATS,103.853,0
252442,22/05/2013,41,PERSONAL CARE,113,0
252507,22/05/2013,43,MEATS,107.644,0
252508,22/05/2013,43,PERSONAL CARE,83,0
252540,22/05/2013,44,MEATS,699.703,0
252541,22/05/2013,44,PERSONAL CARE,275,0
252573,22/05/2013,45,MEATS,811.964,0
252574,22/05/2013,45,PERSONAL CARE,325,0
252606,22/05/2013,46,MEATS,1138.1951,0
252607,22/05/2013,46,PERSONAL CARE,330,0
252639,22/05/2013,47,MEATS,565.10803,0
252640,22/05/2013,47,PERSONAL CARE,318,0
252672,22/05/2013,48,MEATS,609.993,0
252673,22/05/2013,48,PERSONAL CARE,266,0
252705,22/05/2013,49,MEATS,379.307,0
252706,22/05/2013,49,PERSONAL CARE,124,0
252738,22/05/2013,5,MEATS,260.657,0
252739,22/05/2013,5,PERSONAL CARE,159,0
252771,22/05/2013,50,MEATS,621.06903,0
252772,22/05/2013,50,PERSONAL CARE,191,0
252804,22/05/2013,51,MEATS,574.458,0
252805,22/05/2013,51,PERSONAL CARE,185,0
252903,22/05/2013,54,MEATS,25.065,0
252904,22/05/2013,54,PERSONAL CARE,75,0
252936,22/05/2013,6,MEATS,334.775,0
252937,22/05/2013,6,PERSONAL CARE,121,0
252969,22/05/2013,7,MEATS,465.78198,0
252970,22/05/2013,7,PERSONAL CARE,159,0
253002,22/05/2013,8,MEATS,365.164,0
253003,22/05/2013,8,PERSONAL CARE,163,0
253035,22/05/2013,9,MEATS,265.236,0
253036,22/05/2013,9,PERSONAL CARE,188,0
253068,23/05/2013,1,MEATS,328.9,0
253069,23/05/2013,1,PERSONAL CARE,91,0
253101,23/05/2013,10,MEATS,225.48,0
253102,23/05/2013,10,PERSONAL CARE,97,0
253134,23/05/2013,11,MEATS,697.671,0
253135,23/05/2013,11,PERSONAL CARE,210,0
253167,23/05/2013,12,MEATS,102.423,0
253168,23/05/2013,12,PERSONAL CARE,96,0
253200,23/05/2013,13,MEATS,108.371,0
253201,23/05/2013,13,PERSONAL CARE,67,0
253233,23/05/2013,14,MEATS,328.29,0
253234,23/05/2013,14,PERSONAL CARE,132,0
253266,23/05/2013,15,MEATS,119.026,0
253267,23/05/2013,15,PERSONAL CARE,99,0
253299,23/05/2013,16,MEATS,91.131004,0
253300,23/05/2013,16,PERSONAL CARE,116,0
253332,23/05/2013,17,MEATS,236.085,0
253333,23/05/2013,17,PERSONAL CARE,96,0
253365,23/05/2013,18,MEATS,186.977,0
253366,23/05/2013,18,PERSONAL CARE,73,0
253398,23/05/2013,19,MEATS,115.441,0
253399,23/05/2013,19,PERSONAL CARE,79,0
253431,23/05/2013,2,MEATS,282.548,0
253432,23/05/2013,2,PERSONAL CARE,130,0
253563,23/05/2013,23,MEATS,860.88,0
253564,23/05/2013,23,PERSONAL CARE,65,0
253596,23/05/2013,24,MEATS,444.374,0
253597,23/05/2013,24,PERSONAL CARE,191,0
253629,23/05/2013,25,MEATS,196.579,0
253630,23/05/2013,25,PERSONAL CARE,66,0
253662,23/05/2013,26,MEATS,168.516,0
253663,23/05/2013,26,PERSONAL CARE,103,0
253695,23/05/2013,27,MEATS,101.438,0
253696,23/05/2013,27,PERSONAL CARE,74,0
253728,23/05/2013,28,MEATS,156.382,0
253729,23/05/2013,28,PERSONAL CARE,89,0
253794,23/05/2013,3,MEATS,489.406,0
253795,23/05/2013,3,PERSONAL CARE,198,0
253827,23/05/2013,30,MEATS,61.484,0
253828,23/05/2013,30,PERSONAL CARE,38,0
253860,23/05/2013,31,MEATS,347.498,0
253861,23/05/2013,31,PERSONAL CARE,138,0
253893,23/05/2013,32,MEATS,72.214,0
253894,23/05/2013,32,PERSONAL CARE,60,0
253926,23/05/2013,33,MEATS,272.65802,0
253927,23/05/2013,33,PERSONAL CARE,113,0
253959,23/05/2013,34,MEATS,217.416,0
253960,23/05/2013,34,PERSONAL CARE,213,0
253992,23/05/2013,35,MEATS,133.359,0
253993,23/05/2013,35,PERSONAL CARE,54,0
254025,23/05/2013,36,MEATS,226.955,0
254026,23/05/2013,36,PERSONAL CARE,180,0
254058,23/05/2013,37,MEATS,273.974,0
254059,23/05/2013,37,PERSONAL CARE,136,0
254091,23/05/2013,38,MEATS,147.232,0
254092,23/05/2013,38,PERSONAL CARE,164,0
254124,23/05/2013,39,MEATS,162.297,0
254125,23/05/2013,39,PERSONAL CARE,190,0
254157,23/05/2013,4,MEATS,304.263,0
254158,23/05/2013,4,PERSONAL CARE,126,0
254190,23/05/2013,40,MEATS,41.888,0
254191,23/05/2013,40,PERSONAL CARE,123,0
254223,23/05/2013,41,MEATS,131.567,0
254224,23/05/2013,41,PERSONAL CARE,82,0
254289,23/05/2013,43,MEATS,184.866,0
254290,23/05/2013,43,PERSONAL CARE,138,0
254322,23/05/2013,44,MEATS,620.133,0
254323,23/05/2013,44,PERSONAL CARE,214,0
254355,23/05/2013,45,MEATS,724.606,0
254356,23/05/2013,45,PERSONAL CARE,246,0
254388,23/05/2013,46,MEATS,1034.142,0
254389,23/05/2013,46,PERSONAL CARE,322,0
254421,23/05/2013,47,MEATS,611.984,0
254422,23/05/2013,47,PERSONAL CARE,236,0
254454,23/05/2013,48,MEATS,608.006,0
254455,23/05/2013,48,PERSONAL CARE,269,0
254487,23/05/2013,49,MEATS,342.806,0
254488,23/05/2013,49,PERSONAL CARE,114,0
254520,23/05/2013,5,MEATS,247.343,0
254521,23/05/2013,5,PERSONAL CARE,243,0
254553,23/05/2013,50,MEATS,965.887,0
254554,23/05/2013,50,PERSONAL CARE,250,0
254586,23/05/2013,51,MEATS,588.61597,0
254587,23/05/2013,51,PERSONAL CARE,145,0
254685,23/05/2013,54,MEATS,42.802002,0
254686,23/05/2013,54,PERSONAL CARE,97,0
254718,23/05/2013,6,MEATS,422.948,0
254719,23/05/2013,6,PERSONAL CARE,91,0
254751,23/05/2013,7,MEATS,722.331,0
254752,23/05/2013,7,PERSONAL CARE,135,0
254784,23/05/2013,8,MEATS,532.198,0
254785,23/05/2013,8,PERSONAL CARE,139,0
254817,23/05/2013,9,MEATS,287.538,0
254818,23/05/2013,9,PERSONAL CARE,201,0
254850,24/05/2013,1,MEATS,315.741,0
254851,24/05/2013,1,PERSONAL CARE,33,0
254883,24/05/2013,10,MEATS,173.256,0
254884,24/05/2013,10,PERSONAL CARE,114,0
254916,24/05/2013,11,MEATS,714.32,0
254917,24/05/2013,11,PERSONAL CARE,224,0
254949,24/05/2013,12,MEATS,155.71701,0
254950,24/05/2013,12,PERSONAL CARE,104,0
254982,24/05/2013,13,MEATS,172.798,0
254983,24/05/2013,13,PERSONAL CARE,127,0
255015,24/05/2013,14,MEATS,309.97,0
255016,24/05/2013,14,PERSONAL CARE,207,0
255048,24/05/2013,15,MEATS,113.059,0
255049,24/05/2013,15,PERSONAL CARE,165,0
255081,24/05/2013,16,MEATS,95.259,0
255082,24/05/2013,16,PERSONAL CARE,169,0
255114,24/05/2013,17,MEATS,225.045,0
255115,24/05/2013,17,PERSONAL CARE,117,0
255147,24/05/2013,18,MEATS,100.271996,0
255148,24/05/2013,18,PERSONAL CARE,103,0
255180,24/05/2013,19,MEATS,186.468,0
255181,24/05/2013,19,PERSONAL CARE,128,0
255213,24/05/2013,2,MEATS,564.711,0
255214,24/05/2013,2,PERSONAL CARE,150,0
255345,24/05/2013,23,MEATS,485.064,0
255346,24/05/2013,23,PERSONAL CARE,85,0
255378,24/05/2013,24,MEATS,477.559,0
255379,24/05/2013,24,PERSONAL CARE,167,0
255411,24/05/2013,25,MEATS,455.242,0
255412,24/05/2013,25,PERSONAL CARE,165,0
255444,24/05/2013,26,MEATS,276.551,0
255445,24/05/2013,26,PERSONAL CARE,237,0
255477,24/05/2013,27,MEATS,311.392,0
255478,24/05/2013,27,PERSONAL CARE,186,0
255510,24/05/2013,28,MEATS,161.871,0
255511,24/05/2013,28,PERSONAL CARE,243,0
255576,24/05/2013,3,MEATS,882.145,0
255577,24/05/2013,3,PERSONAL CARE,319,0
255609,24/05/2013,30,MEATS,50.197,0
255610,24/05/2013,30,PERSONAL CARE,559,0
255642,24/05/2013,31,MEATS,167.198,0
255643,24/05/2013,31,PERSONAL CARE,225,0
255675,24/05/2013,32,MEATS,73.603,0
255676,24/05/2013,32,PERSONAL CARE,147,0
255708,24/05/2013,33,MEATS,70.286,0
255709,24/05/2013,33,PERSONAL CARE,179,0
255741,24/05/2013,34,MEATS,217.30101,0
255742,24/05/2013,34,PERSONAL CARE,311,0
255774,24/05/2013,35,MEATS,99.205,0
255775,24/05/2013,35,PERSONAL CARE,65,0
255807,24/05/2013,36,MEATS,241.898,0
255808,24/05/2013,36,PERSONAL CARE,263,0
255840,24/05/2013,37,MEATS,445.113,0
255841,24/05/2013,37,PERSONAL CARE,186,0
255873,24/05/2013,38,MEATS,219.325,0
255874,24/05/2013,38,PERSONAL CARE,241,0
255906,24/05/2013,39,MEATS,99.502,0
255907,24/05/2013,39,PERSONAL CARE,290,0
255939,24/05/2013,4,MEATS,503.829,0
255940,24/05/2013,4,PERSONAL CARE,201,0
255972,24/05/2013,40,MEATS,11.05,0
255973,24/05/2013,40,PERSONAL CARE,200,0
256005,24/05/2013,41,MEATS,179.405,0
256006,24/05/2013,41,PERSONAL CARE,195,0
256071,24/05/2013,43,MEATS,94.117,0
256072,24/05/2013,43,PERSONAL CARE,185,0
256104,24/05/2013,44,MEATS,1516.4,0
256105,24/05/2013,44,PERSONAL CARE,358,0
256137,24/05/2013,45,MEATS,1452.629,0
256138,24/05/2013,45,PERSONAL CARE,494,0
256170,24/05/2013,46,MEATS,1758.781,0
256171,24/05/2013,46,PERSONAL CARE,559,0
256203,24/05/2013,47,MEATS,1213.01,0
256204,24/05/2013,47,PERSONAL CARE,431,0
256236,24/05/2013,48,MEATS,1225.749,0
256237,24/05/2013,48,PERSONAL CARE,372,0
256269,24/05/2013,49,MEATS,626.546,0
256270,24/05/2013,49,PERSONAL CARE,185,0
256302,24/05/2013,5,MEATS,386.924,0
256303,24/05/2013,5,PERSONAL CARE,238,0
256335,24/05/2013,50,MEATS,678.694,0
256336,24/05/2013,50,PERSONAL CARE,332,0
256368,24/05/2013,51,MEATS,851.154,0
256369,24/05/2013,51,PERSONAL CARE,247,0
256467,24/05/2013,54,MEATS,56.767998,0
256468,24/05/2013,54,PERSONAL CARE,124,0
256500,24/05/2013,6,MEATS,731.504,0
256501,24/05/2013,6,PERSONAL CARE,216,0
256533,24/05/2013,7,MEATS,753.642,0
256534,24/05/2013,7,PERSONAL CARE,112,0
256566,24/05/2013,8,MEATS,603.199,0
256567,24/05/2013,8,PERSONAL CARE,259,0
256599,24/05/2013,9,MEATS,330.517,0
256600,24/05/2013,9,PERSONAL CARE,348,0
256632,25/05/2013,1,MEATS,177.976,0
256633,25/05/2013,1,PERSONAL CARE,60,0
256665,25/05/2013,10,MEATS,258.607,0
256666,25/05/2013,10,PERSONAL CARE,167,0
256698,25/05/2013,11,MEATS,606.488,0
256699,25/05/2013,11,PERSONAL CARE,214,0
256731,25/05/2013,12,MEATS,153.011,0
256732,25/05/2013,12,PERSONAL CARE,108,0
256764,25/05/2013,13,MEATS,209.145,0
256765,25/05/2013,13,PERSONAL CARE,152,0
256797,25/05/2013,14,MEATS,710.662,0
256798,25/05/2013,14,PERSONAL CARE,347,0
256830,25/05/2013,15,MEATS,138.459,0
256831,25/05/2013,15,PERSONAL CARE,174,0
256863,25/05/2013,16,MEATS,106.963,0
256864,25/05/2013,16,PERSONAL CARE,205,0
256896,25/05/2013,17,MEATS,334.80402,0
256897,25/05/2013,17,PERSONAL CARE,168,0
256929,25/05/2013,18,MEATS,107.385,0
256930,25/05/2013,18,PERSONAL CARE,132,0
256962,25/05/2013,19,MEATS,418.275,0
256963,25/05/2013,19,PERSONAL CARE,264,0
256995,25/05/2013,2,MEATS,472.072,0
256996,25/05/2013,2,PERSONAL CARE,179,0
257127,25/05/2013,23,MEATS,2613.276,0
257128,25/05/2013,23,PERSONAL CARE,99,0
257160,25/05/2013,24,MEATS,395.996,0
257161,25/05/2013,24,PERSONAL CARE,227,0
257193,25/05/2013,25,MEATS,351.721,0
257194,25/05/2013,25,PERSONAL CARE,77,0
257226,25/05/2013,26,MEATS,227.97499,0
257227,25/05/2013,26,PERSONAL CARE,214,0
257259,25/05/2013,27,MEATS,178.603,0
257260,25/05/2013,27,PERSONAL CARE,134,0
257292,25/05/2013,28,MEATS,170.904,0
257293,25/05/2013,28,PERSONAL CARE,165,0
257358,25/05/2013,3,MEATS,712.02203,0
257359,25/05/2013,3,PERSONAL CARE,372,0
257391,25/05/2013,30,MEATS,54.82,0
257392,25/05/2013,30,PERSONAL CARE,72,0
257424,25/05/2013,31,MEATS,206.645,0
257425,25/05/2013,31,PERSONAL CARE,270,0
257457,25/05/2013,32,MEATS,67.628,0
257458,25/05/2013,32,PERSONAL CARE,91,0
257490,25/05/2013,33,MEATS,217.071,0
257491,25/05/2013,33,PERSONAL CARE,198,0
257523,25/05/2013,34,MEATS,283.214,0
257524,25/05/2013,34,PERSONAL CARE,278,0
257556,25/05/2013,35,MEATS,109.488,0
257557,25/05/2013,35,PERSONAL CARE,63,0
257589,25/05/2013,36,MEATS,176.578,0
257590,25/05/2013,36,PERSONAL CARE,240,0
257622,25/05/2013,37,MEATS,213.823,0
257623,25/05/2013,37,PERSONAL CARE,186,0
257655,25/05/2013,38,MEATS,206.632,0
257656,25/05/2013,38,PERSONAL CARE,312,0
257688,25/05/2013,39,MEATS,107.275,0
257689,25/05/2013,39,PERSONAL CARE,243,0
257721,25/05/2013,4,MEATS,435.241,0
257722,25/05/2013,4,PERSONAL CARE,178,0
257754,25/05/2013,40,MEATS,81.814,0
257755,25/05/2013,40,PERSONAL CARE,196,0
257787,25/05/2013,41,MEATS,150.38,0
257788,25/05/2013,41,PERSONAL CARE,199,0
257853,25/05/2013,43,MEATS,92.012,0
257854,25/05/2013,43,PERSONAL CARE,143,0
257886,25/05/2013,44,MEATS,970.37,0
257887,25/05/2013,44,PERSONAL CARE,373,0
257919,25/05/2013,45,MEATS,1286.975,0
257920,25/05/2013,45,PERSONAL CARE,499,0
257952,25/05/2013,46,MEATS,1410.653,0
257953,25/05/2013,46,PERSONAL CARE,672,0
257985,25/05/2013,47,MEATS,984.462,0
257986,25/05/2013,47,PERSONAL CARE,513,0
258018,25/05/2013,48,MEATS,961.842,0
258019,25/05/2013,48,PERSONAL CARE,574,0
258051,25/05/2013,49,MEATS,561.461,0
258052,25/05/2013,49,PERSONAL CARE,215,0
258084,25/05/2013,5,MEATS,313.663,0
258085,25/05/2013,5,PERSONAL CARE,211,0
258117,25/05/2013,50,MEATS,790.195,0
258118,25/05/2013,50,PERSONAL CARE,361,0
258150,25/05/2013,51,MEATS,630.361,0
258151,25/05/2013,51,PERSONAL CARE,209,0
258249,25/05/2013,54,MEATS,36.867,0
258250,25/05/2013,54,PERSONAL CARE,174,0
258282,25/05/2013,6,MEATS,507.333,0
258283,25/05/2013,6,PERSONAL CARE,214,0
258315,25/05/2013,7,MEATS,447.561,0
258316,25/05/2013,7,PERSONAL CARE,119,0
258348,25/05/2013,8,MEATS,572.027,0
258349,25/05/2013,8,PERSONAL CARE,284,0
258381,25/05/2013,9,MEATS,355.085,0
258382,25/05/2013,9,PERSONAL CARE,345,0
258414,26/05/2013,1,MEATS,72.78,0
258415,26/05/2013,1,PERSONAL CARE,32,0
258447,26/05/2013,10,MEATS,187.351,0
258448,26/05/2013,10,PERSONAL CARE,159,0
258480,26/05/2013,11,MEATS,810.577,0
258481,26/05/2013,11,PERSONAL CARE,273,0
258513,26/05/2013,12,MEATS,112.28999,0
258514,26/05/2013,12,PERSONAL CARE,115,0
258546,26/05/2013,13,MEATS,104.817,0
258547,26/05/2013,13,PERSONAL CARE,119,0
258579,26/05/2013,14,MEATS,363.497,0
258580,26/05/2013,14,PERSONAL CARE,107,0
258612,26/05/2013,15,MEATS,113.067,0
258613,26/05/2013,15,PERSONAL CARE,159,0
258645,26/05/2013,16,MEATS,154.823,0
258646,26/05/2013,16,PERSONAL CARE,243,0
258678,26/05/2013,17,MEATS,266.599,0
258679,26/05/2013,17,PERSONAL CARE,168,0
258711,26/05/2013,18,MEATS,135.24701,0
258712,26/05/2013,18,PERSONAL CARE,144,0
258744,26/05/2013,19,MEATS,148.088,0
258745,26/05/2013,19,PERSONAL CARE,108,0
258777,26/05/2013,2,MEATS,358.565,0
258778,26/05/2013,2,PERSONAL CARE,192,0
258909,26/05/2013,23,MEATS,399.163,0
258910,26/05/2013,23,PERSONAL CARE,112,0
258942,26/05/2013,24,MEATS,372.34702,0
258943,26/05/2013,24,PERSONAL CARE,224,0
258975,26/05/2013,25,MEATS,118.196,0
258976,26/05/2013,25,PERSONAL CARE,61,0
259008,26/05/2013,26,MEATS,288.639,0
259009,26/05/2013,26,PERSONAL CARE,236,0
259041,26/05/2013,27,MEATS,238.616,0
259042,26/05/2013,27,PERSONAL CARE,227,0
259074,26/05/2013,28,MEATS,241.83,0
259075,26/05/2013,28,PERSONAL CARE,316,0
259140,26/05/2013,3,MEATS,838.581,0
259141,26/05/2013,3,PERSONAL CARE,428,0
259173,26/05/2013,30,MEATS,62.913002,0
259174,26/05/2013,30,PERSONAL CARE,74,0
259206,26/05/2013,31,MEATS,316.088,0
259207,26/05/2013,31,PERSONAL CARE,260,0
259239,26/05/2013,32,MEATS,82.663,0
259240,26/05/2013,32,PERSONAL CARE,136,0
259272,26/05/2013,33,MEATS,316.865,0
259273,26/05/2013,33,PERSONAL CARE,291,0
259305,26/05/2013,34,MEATS,217.162,0
259306,26/05/2013,34,PERSONAL CARE,286,0
259338,26/05/2013,35,MEATS,174.98799,0
259339,26/05/2013,35,PERSONAL CARE,66,0
259371,26/05/2013,36,MEATS,177.164,0
259372,26/05/2013,36,PERSONAL CARE,275,0
259404,26/05/2013,37,MEATS,161.486,0
259405,26/05/2013,37,PERSONAL CARE,188,0
259437,26/05/2013,38,MEATS,214.419,0
259438,26/05/2013,38,PERSONAL CARE,354,0
259470,26/05/2013,39,MEATS,174.76,0
259471,26/05/2013,39,PERSONAL CARE,329,0
259503,26/05/2013,4,MEATS,462.802,0
259504,26/05/2013,4,PERSONAL CARE,233,0
259536,26/05/2013,40,MEATS,88.590996,0
259537,26/05/2013,40,PERSONAL CARE,187,0
259569,26/05/2013,41,MEATS,214.286,0
259570,26/05/2013,41,PERSONAL CARE,228,0
259635,26/05/2013,43,MEATS,120.965996,0
259636,26/05/2013,43,PERSONAL CARE,193,0
259668,26/05/2013,44,MEATS,1070.585,0
259669,26/05/2013,44,PERSONAL CARE,475,0
259701,26/05/2013,45,MEATS,1344.141,0
259702,26/05/2013,45,PERSONAL CARE,638,0
259734,26/05/2013,46,MEATS,1358.967,0
259735,26/05/2013,46,PERSONAL CARE,825,0
259767,26/05/2013,47,MEATS,986.018,0
259768,26/05/2013,47,PERSONAL CARE,572,0
259800,26/05/2013,48,MEATS,1329.5,0
259801,26/05/2013,48,PERSONAL CARE,655,0
259833,26/05/2013,49,MEATS,570.66,0
259834,26/05/2013,49,PERSONAL CARE,253,0
259866,26/05/2013,5,MEATS,406.86002,0
259867,26/05/2013,5,PERSONAL CARE,338,0
259899,26/05/2013,50,MEATS,807.555,0
259900,26/05/2013,50,PERSONAL CARE,394,0
259932,26/05/2013,51,MEATS,595.736,0
259933,26/05/2013,51,PERSONAL CARE,272,0
260031,26/05/2013,54,MEATS,80.741,0
260032,26/05/2013,54,PERSONAL CARE,296,0
260064,26/05/2013,6,MEATS,550.258,0
260065,26/05/2013,6,PERSONAL CARE,303,0
260097,26/05/2013,7,MEATS,419.987,0
260098,26/05/2013,7,PERSONAL CARE,131,0
260130,26/05/2013,8,MEATS,463.083,0
260131,26/05/2013,8,PERSONAL CARE,245,0
260163,26/05/2013,9,MEATS,350.6,0
260164,26/05/2013,9,PERSONAL CARE,445,0
260196,27/05/2013,1,MEATS,318.303,0
260197,27/05/2013,1,PERSONAL CARE,104,0
260229,27/05/2013,10,MEATS,203.033,0
260230,27/05/2013,10,PERSONAL CARE,134,0
260262,27/05/2013,11,MEATS,699.32495,0
260263,27/05/2013,11,PERSONAL CARE,210,0
260295,27/05/2013,12,MEATS,186.427,0
260296,27/05/2013,12,PERSONAL CARE,109,0
260328,27/05/2013,13,MEATS,197.077,0
260329,27/05/2013,13,PERSONAL CARE,83,0
260361,27/05/2013,14,MEATS,508.655,0
260362,27/05/2013,14,PERSONAL CARE,207,0
260394,27/05/2013,15,MEATS,142.25,0
260395,27/05/2013,15,PERSONAL CARE,173,0
260427,27/05/2013,16,MEATS,86.702,0
260428,27/05/2013,16,PERSONAL CARE,158,0
260460,27/05/2013,17,MEATS,245.676,0
260461,27/05/2013,17,PERSONAL CARE,151,0
260493,27/05/2013,18,MEATS,81.023,0
260494,27/05/2013,18,PERSONAL CARE,78,0
260526,27/05/2013,19,MEATS,196.707,0
260527,27/05/2013,19,PERSONAL CARE,94,0
260559,27/05/2013,2,MEATS,532.203,0
260560,27/05/2013,2,PERSONAL CARE,116,0
